Hospital Name,Beds Available,Ventilators Available,ICU Available,Location Type,Emergency Department,Pediatric Care,Specialized Department,Ambulance Services,Year of Establishment
Hospital 1515,456,6,87,Rural,Yes,Yes,Cardiology,No,1979
Hospital 1516,337,99,63,Urban,Yes,Yes,None,Yes,1954
Hospital 1517,108,100,87,Urban,No,No,Orthopedics,No,2006
Hospital 1518,181,92,77,Urban,Yes,No,Orthopedics,Yes,1992
Hospital 1519,33,99,18,Urban,No,Yes,General,No,1961
Hospital 1520,460,28,45,Rural,No,Yes,Oncology,Yes,1991
Hospital 1521,28,64,72,Rural,No,No,Neurology,Yes,1964
Hospital 1522,138,90,2,Rural,Yes,Yes,None,Yes,2003
Hospital 1523,459,76,99,Urban,Yes,No,None,No,1990
Hospital 1524,98,3,77,Rural,Yes,Yes,Cardiology,Yes,2000
Hospital 1525,232,62,33,Rural,No,Yes,Neurology,No,1980
Hospital 1526,435,71,69,Rural,No,No,Neurology,Yes,2015
Hospital 1527,166,68,40,Rural,Yes,Yes,Cardiology,Yes,1959
Hospital 1528,127,4,27,Rural,No,No,Oncology,No,2017
Hospital 1529,79,85,54,Urban,No,Yes,Neurology,No,1995
Hospital 1530,401,13,46,Rural,No,No,Orthopedics,No,2011
Hospital 1531,308,42,42,Rural,No,No,General,Yes,1991
Hospital 1532,288,80,36,Rural,No,Yes,General,No,1971
Hospital 1533,132,57,30,Urban,Yes,No,None,No,1955
Hospital 1534,465,7,22,Rural,Yes,No,Cardiology,Yes,1983
Hospital 1535,458,9,54,Urban,No,Yes,Orthopedics,No,1950
Hospital 1536,355,100,17,Urban,No,Yes,General,Yes,2015
Hospital 1537,341,65,83,Urban,Yes,No,General,No,2002
Hospital 1538,259,61,32,Rural,No,No,Cardiology,No,2014
Hospital 1539,200,30,28,Urban,No,Yes,Oncology,No,1989
Hospital 1540,255,53,79,Rural,Yes,No,None,No,1979
Hospital 1541,445,16,83,Urban,Yes,Yes,Oncology,Yes,1961
Hospital 1542,201,97,91,Urban,Yes,Yes,Neurology,No,1970
Hospital 1543,155,39,28,Rural,No,No,Orthopedics,No,1953
Hospital 1544,484,7,55,Rural,No,No,Neurology,Yes,1962
Hospital 1545,241,90,87,Rural,Yes,No,None,No,1956
Hospital 1546,313,90,40,Urban,No,No,General,Yes,2007
Hospital 1547,262,57,66,Rural,Yes,Yes,Oncology,Yes,1979
Hospital 1548,67,42,83,Rural,Yes,No,Neurology,Yes,1966
Hospital 1549,319,60,52,Rural,No,No,Neurology,Yes,1971
Hospital 1550,387,57,46,Rural,No,Yes,Cardiology,No,2014
Hospital 1551,243,28,26,Urban,No,No,Cardiology,Yes,2005
Hospital 1552,335,66,80,Rural,Yes,No,None,Yes,1980
Hospital 1553,114,15,7,Rural,No,Yes,Orthopedics,No,1974
Hospital 1554,460,54,58,Urban,No,No,General,Yes,2022
Hospital 1555,409,27,29,Rural,Yes,No,None,Yes,1995
Hospital 1556,334,94,40,Urban,Yes,No,Neurology,Yes,2021
Hospital 1557,184,61,74,Rural,No,Yes,Cardiology,Yes,1961
Hospital 1558,48,26,9,Urban,Yes,No,General,No,1975
Hospital 1559,334,84,0,Rural,No,No,Orthopedics,Yes,1953
Hospital 1560,54,83,35,Rural,No,No,Oncology,Yes,2015
Hospital 1561,145,91,92,Urban,Yes,No,Orthopedics,No,2006
Hospital 1562,288,6,98,Urban,No,Yes,Neurology,Yes,2003
Hospital 1563,412,29,7,Urban,Yes,Yes,Cardiology,No,1976
Hospital 1564,161,69,5,Rural,No,Yes,Cardiology,No,1983
Hospital 1565,482,35,12,Rural,Yes,Yes,Oncology,Yes,1992
Hospital 1566,258,59,40,Urban,No,No,General,Yes,1956
Hospital 1567,383,45,17,Urban,No,Yes,Orthopedics,No,2021
Hospital 1568,435,74,46,Rural,Yes,Yes,Neurology,Yes,1995
Hospital 1569,253,34,47,Rural,No,No,Oncology,Yes,1964
Hospital 1570,70,56,29,Rural,No,Yes,Cardiology,No,1969
Hospital 1571,139,83,31,Rural,No,No,Neurology,No,2012
Hospital 1572,250,34,87,Rural,Yes,No,Oncology,Yes,2003
Hospital 1573,38,22,23,Urban,No,No,Neurology,No,1991
Hospital 1574,400,10,49,Urban,Yes,No,Orthopedics,Yes,1975
Hospital 1575,165,50,14,Rural,No,Yes,None,Yes,1997
Hospital 1576,213,29,85,Urban,Yes,No,Oncology,No,1984
Hospital 1577,82,16,66,Rural,No,No,Orthopedics,No,2002
Hospital 1578,123,5,73,Rural,Yes,Yes,Cardiology,No,1952
Hospital 1579,382,63,67,Urban,No,Yes,Oncology,No,1960
Hospital 1580,443,9,24,Urban,No,No,Orthopedics,Yes,1985
Hospital 1581,52,41,77,Rural,Yes,Yes,Neurology,Yes,2013
Hospital 1582,98,78,25,Urban,Yes,Yes,Orthopedics,Yes,2013
Hospital 1583,365,99,46,Rural,Yes,No,Oncology,No,1969
Hospital 1584,499,66,15,Rural,No,No,Oncology,Yes,2016
Hospital 1585,33,4,94,Urban,No,Yes,General,No,1952
Hospital 1586,388,76,36,Rural,No,Yes,None,No,1966
Hospital 1587,249,15,4,Rural,Yes,No,None,No,2009
Hospital 1588,479,54,72,Rural,Yes,Yes,Oncology,Yes,1998
Hospital 1589,252,62,89,Urban,Yes,Yes,Neurology,Yes,1968
Hospital 1590,491,7,14,Rural,Yes,No,General,Yes,1952
Hospital 1591,464,33,23,Urban,No,No,None,Yes,2001
Hospital 1592,379,68,95,Rural,No,No,Cardiology,Yes,1973
Hospital 1593,21,4,57,Urban,No,No,General,No,1992
Hospital 1594,31,81,71,Rural,No,No,Neurology,Yes,1978
Hospital 1595,244,75,73,Urban,Yes,Yes,None,No,2013
Hospital 1596,71,34,9,Urban,Yes,No,Oncology,No,2020
Hospital 1597,186,49,17,Rural,Yes,Yes,Orthopedics,Yes,1984
Hospital 1598,162,52,5,Urban,Yes,Yes,None,No,1971
Hospital 1599,166,8,96,Urban,No,Yes,Cardiology,No,2015
Hospital 1600,433,87,94,Urban,No,No,General,No,1962
Hospital 1601,28,40,34,Urban,No,No,Orthopedics,No,2016
Hospital 1602,232,22,40,Urban,No,No,None,Yes,1980
Hospital 1603,190,78,22,Urban,Yes,Yes,Oncology,No,2020
Hospital 1604,69,46,8,Rural,No,Yes,Orthopedics,No,1981
Hospital 1605,135,17,58,Urban,No,Yes,Neurology,No,2019
Hospital 1606,341,85,3,Urban,Yes,No,Cardiology,Yes,2009
Hospital 1607,145,99,28,Rural,No,No,General,No,2013
Hospital 1608,195,58,87,Urban,Yes,Yes,General,No,2010
Hospital 1609,177,27,98,Rural,Yes,No,Neurology,Yes,2012
Hospital 1610,108,62,23,Rural,No,Yes,Oncology,Yes,1995
Hospital 1611,159,9,54,Rural,No,No,Orthopedics,Yes,1965
Hospital 1612,233,82,99,Urban,No,Yes,Orthopedics,Yes,2005
Hospital 1613,26,45,31,Rural,Yes,No,Oncology,No,2019
Hospital 1614,219,16,58,Urban,Yes,No,Orthopedics,No,2006
Hospital 1615,306,79,67,Urban,Yes,Yes,Cardiology,Yes,1992
Hospital 1616,456,10,72,Rural,No,No,Orthopedics,No,1997
Hospital 1617,29,3,12,Rural,No,Yes,General,Yes,2009
Hospital 1618,218,9,43,Rural,Yes,No,Oncology,Yes,1987
Hospital 1619,338,85,36,Rural,Yes,No,None,No,1953
Hospital 1620,388,67,47,Urban,Yes,No,Neurology,No,1980
Hospital 1621,245,41,92,Rural,Yes,Yes,Oncology,No,1992
Hospital 1622,78,23,18,Urban,Yes,No,Neurology,Yes,2007
Hospital 1623,168,32,82,Rural,No,Yes,None,Yes,1966
Hospital 1624,218,3,52,Rural,No,Yes,None,Yes,1985
Hospital 1625,107,97,14,Urban,No,No,Cardiology,Yes,2011
Hospital 1626,420,6,29,Rural,No,Yes,None,No,2011
Hospital 1627,129,64,6,Urban,No,No,Neurology,Yes,1992
Hospital 1628,331,76,0,Urban,No,No,Neurology,No,2004
Hospital 1629,99,90,28,Rural,No,No,None,Yes,1961
Hospital 1630,373,29,75,Urban,No,No,General,No,1993
Hospital 1631,312,32,87,Rural,No,Yes,Neurology,No,2000
Hospital 1632,172,91,86,Urban,Yes,Yes,Neurology,Yes,1963
Hospital 1633,170,17,15,Rural,No,No,Oncology,Yes,1998
Hospital 1634,94,96,20,Rural,No,Yes,General,No,1951
Hospital 1635,175,45,8,Rural,Yes,Yes,General,Yes,1954
Hospital 1636,107,37,34,Urban,Yes,Yes,Orthopedics,Yes,2018
Hospital 1637,103,41,27,Urban,No,Yes,Orthopedics,No,1956
Hospital 1638,47,42,89,Rural,No,No,Oncology,No,2023
Hospital 1639,382,2,86,Urban,Yes,Yes,Neurology,Yes,2015
Hospital 1640,360,34,80,Urban,No,No,Cardiology,Yes,1958
Hospital 1641,416,98,44,Rural,No,Yes,Oncology,Yes,1966
Hospital 1642,451,28,33,Urban,Yes,Yes,General,No,1992
Hospital 1643,65,97,59,Rural,No,No,Oncology,No,2022
Hospital 1644,64,23,95,Urban,No,Yes,General,No,1955
Hospital 1645,342,47,66,Rural,Yes,No,General,No,1967
Hospital 1646,252,46,34,Urban,Yes,Yes,Oncology,Yes,1950
Hospital 1647,359,20,50,Urban,Yes,Yes,Oncology,No,2001
Hospital 1648,268,3,2,Urban,No,Yes,Orthopedics,No,1965
Hospital 1649,229,15,71,Urban,No,No,None,Yes,1985
Hospital 1650,355,54,54,Urban,Yes,Yes,Oncology,Yes,2010
Hospital 1651,360,76,36,Urban,Yes,No,Neurology,No,1952
Hospital 1652,130,39,3,Urban,Yes,No,None,Yes,1976
Hospital 1653,300,66,16,Rural,No,Yes,None,No,1977
Hospital 1654,109,60,24,Urban,No,Yes,Cardiology,Yes,1996
Hospital 1655,59,39,17,Rural,No,No,General,Yes,1961
Hospital 1656,413,4,87,Urban,Yes,Yes,Orthopedics,Yes,1969
Hospital 1657,495,83,19,Urban,No,No,Orthopedics,No,1971
Hospital 1658,229,45,13,Rural,No,Yes,Oncology,Yes,2004
Hospital 1659,121,7,95,Rural,Yes,No,General,Yes,1981
Hospital 1660,422,67,4,Urban,Yes,No,Neurology,No,1962
Hospital 1661,96,70,79,Urban,Yes,Yes,Orthopedics,Yes,1988
Hospital 1662,391,65,7,Rural,Yes,No,None,No,1962
Hospital 1663,365,90,24,Urban,No,Yes,Oncology,No,1971
Hospital 1664,441,89,39,Rural,Yes,No,None,Yes,1956
Hospital 1665,284,57,79,Rural,Yes,Yes,Neurology,Yes,1979
Hospital 1666,287,35,43,Rural,No,No,Cardiology,Yes,1988
Hospital 1667,87,44,71,Rural,Yes,No,None,No,2019
Hospital 1668,334,60,78,Rural,No,Yes,General,No,1997
Hospital 1669,269,59,71,Rural,No,Yes,None,No,2017
Hospital 1670,164,9,0,Urban,No,Yes,Orthopedics,Yes,1985
Hospital 1671,269,39,81,Rural,Yes,Yes,General,Yes,1979
Hospital 1672,53,82,82,Urban,No,Yes,Neurology,No,2003
Hospital 1673,483,8,65,Urban,No,No,Orthopedics,Yes,1957
Hospital 1674,175,42,61,Rural,Yes,No,General,No,1977
Hospital 1675,122,9,82,Rural,Yes,No,None,Yes,2018
Hospital 1676,365,21,0,Rural,No,No,General,Yes,1977
Hospital 1677,57,40,40,Urban,Yes,No,General,Yes,2007
Hospital 1678,100,91,32,Urban,Yes,Yes,Cardiology,No,1956
Hospital 1679,415,81,100,Urban,No,Yes,General,Yes,1989
Hospital 1680,207,31,87,Rural,No,Yes,Orthopedics,Yes,1955
Hospital 1681,247,21,53,Rural,Yes,Yes,Orthopedics,Yes,1952
Hospital 1682,42,44,33,Rural,Yes,Yes,None,Yes,1976
Hospital 1683,94,33,76,Urban,Yes,No,Oncology,No,2005
Hospital 1684,216,5,50,Urban,No,Yes,Oncology,Yes,1995
Hospital 1685,310,85,41,Rural,Yes,Yes,Orthopedics,No,2022
Hospital 1686,295,97,62,Urban,No,No,Orthopedics,Yes,2003
Hospital 1687,436,76,0,Urban,Yes,No,Orthopedics,Yes,1951
Hospital 1688,282,50,10,Rural,No,No,Neurology,No,1962
Hospital 1689,168,92,97,Rural,Yes,No,Orthopedics,No,1952
Hospital 1690,487,28,27,Rural,Yes,No,Orthopedics,No,1982
Hospital 1691,499,30,37,Urban,Yes,No,None,No,1981
Hospital 1692,62,13,38,Urban,No,Yes,Orthopedics,Yes,1969
Hospital 1693,183,79,30,Urban,Yes,No,Neurology,No,2017
Hospital 1694,230,50,10,Rural,No,Yes,None,No,1992
Hospital 1695,356,46,80,Urban,Yes,No,None,Yes,1978
Hospital 1696,391,84,31,Urban,No,Yes,General,No,1985
Hospital 1697,299,0,31,Urban,Yes,Yes,Neurology,No,1974
Hospital 1698,263,38,95,Urban,No,No,None,No,1992
Hospital 1699,117,90,34,Urban,Yes,No,Oncology,No,1981
Hospital 1700,344,32,85,Urban,Yes,No,General,No,1977
Hospital 1701,203,4,80,Rural,Yes,Yes,None,No,1981
Hospital 1702,65,53,11,Urban,No,No,General,No,2013
Hospital 1703,125,95,39,Urban,Yes,Yes,General,Yes,2001
Hospital 1704,360,71,26,Rural,Yes,Yes,Oncology,Yes,1959
Hospital 1705,138,24,93,Rural,No,Yes,Neurology,No,2000
Hospital 1706,105,83,8,Urban,Yes,No,Neurology,No,1983
Hospital 1707,75,81,52,Rural,No,Yes,Cardiology,No,1984
Hospital 1708,340,63,33,Urban,No,No,Oncology,No,2002
Hospital 1709,242,90,49,Urban,No,Yes,None,No,1974
Hospital 1710,230,97,60,Urban,Yes,Yes,Neurology,Yes,1957
Hospital 1711,420,60,17,Rural,Yes,Yes,Neurology,No,2008
Hospital 1712,499,96,64,Rural,Yes,No,Cardiology,Yes,1976
Hospital 1713,234,42,14,Rural,No,Yes,General,No,1993
Hospital 1714,72,26,88,Rural,Yes,Yes,Oncology,No,2009
Hospital 1715,205,18,34,Rural,No,Yes,None,Yes,1964
Hospital 1716,403,52,56,Rural,Yes,No,Orthopedics,No,1964
Hospital 1717,188,69,81,Rural,No,Yes,Cardiology,No,1959
Hospital 1718,22,63,3,Rural,No,Yes,None,Yes,1967
Hospital 1719,275,63,70,Rural,No,No,Orthopedics,Yes,2003
Hospital 1720,51,88,16,Rural,Yes,Yes,General,Yes,2018
Hospital 1721,145,68,90,Rural,Yes,Yes,Neurology,No,1980
Hospital 1722,100,23,79,Urban,Yes,Yes,None,Yes,1974
Hospital 1723,467,34,97,Rural,Yes,Yes,Oncology,No,2020
Hospital 1724,237,3,42,Rural,Yes,Yes,Orthopedics,Yes,1957
Hospital 1725,351,63,31,Urban,Yes,No,Oncology,Yes,1972
Hospital 1726,492,42,25,Urban,No,No,Neurology,No,1977
Hospital 1727,351,20,71,Rural,No,Yes,None,Yes,1996
Hospital 1728,242,70,36,Urban,No,No,Cardiology,No,1955
Hospital 1729,135,4,13,Rural,Yes,Yes,Cardiology,Yes,2020
Hospital 1730,260,56,28,Urban,Yes,Yes,Cardiology,Yes,2001
Hospital 1731,204,61,41,Rural,Yes,Yes,General,No,2007
Hospital 1732,59,9,58,Urban,Yes,Yes,Neurology,No,1972
Hospital 1733,143,42,53,Urban,Yes,Yes,Oncology,Yes,1964
Hospital 1734,483,6,1,Rural,No,No,Orthopedics,No,2012
Hospital 1735,457,33,95,Urban,Yes,No,None,No,2011
Hospital 1736,448,93,43,Urban,Yes,Yes,Neurology,Yes,1983
Hospital 1737,253,0,47,Rural,Yes,No,General,No,1987
Hospital 1738,423,91,56,Urban,No,No,General,Yes,1978
Hospital 1739,176,76,62,Rural,No,No,Neurology,Yes,1952
Hospital 1740,305,57,91,Urban,Yes,No,General,Yes,2021
Hospital 1741,96,24,20,Rural,Yes,No,Cardiology,Yes,1982
Hospital 1742,199,55,98,Rural,Yes,Yes,Neurology,Yes,1999
Hospital 1743,127,89,51,Rural,Yes,No,Orthopedics,No,2009
Hospital 1744,141,84,86,Rural,No,No,Orthopedics,No,2005
Hospital 1745,430,75,32,Rural,Yes,No,Oncology,No,2009
Hospital 1746,43,40,92,Urban,No,No,Neurology,Yes,1956
Hospital 1747,266,57,50,Rural,Yes,No,None,No,1967
Hospital 1748,434,38,18,Rural,No,Yes,Orthopedics,Yes,2019
Hospital 1749,264,48,34,Urban,No,No,Neurology,No,2008
Hospital 1750,429,69,90,Urban,No,No,Neurology,Yes,1990
Hospital 1751,132,74,52,Rural,No,Yes,None,Yes,1981
Hospital 1752,106,82,18,Urban,No,Yes,General,Yes,1976
Hospital 1753,311,20,19,Urban,Yes,No,Oncology,No,2000
Hospital 1754,479,65,27,Urban,No,Yes,General,Yes,1994
Hospital 1755,259,93,44,Rural,Yes,No,None,Yes,1980
Hospital 1756,401,1,5,Urban,Yes,No,Neurology,No,1987
Hospital 1757,412,3,1,Urban,Yes,No,Oncology,Yes,2011
Hospital 1758,35,59,78,Urban,No,Yes,Oncology,No,1982
Hospital 1759,481,51,61,Rural,No,No,Oncology,Yes,2011
Hospital 1760,327,77,55,Rural,Yes,Yes,Cardiology,No,1986
Hospital 1761,99,47,10,Rural,No,Yes,Orthopedics,Yes,2013
Hospital 1762,164,83,43,Urban,No,Yes,Neurology,No,1969
Hospital 1763,109,48,13,Rural,Yes,Yes,Neurology,No,1956
Hospital 1764,202,51,73,Urban,No,No,Cardiology,No,1960
Hospital 1765,100,77,36,Rural,No,No,General,No,1965
Hospital 1766,159,5,69,Urban,No,No,Cardiology,No,2019
Hospital 1767,463,44,76,Urban,Yes,Yes,Cardiology,Yes,1991
Hospital 1768,131,74,9,Rural,No,Yes,Oncology,Yes,1971
Hospital 1769,256,25,10,Rural,No,No,None,Yes,2015
Hospital 1770,350,64,74,Urban,No,No,None,No,1983
Hospital 1771,260,43,72,Urban,Yes,Yes,Oncology,Yes,1978
Hospital 1772,41,63,33,Urban,No,No,Oncology,Yes,1996
Hospital 1773,472,0,85,Rural,No,Yes,None,No,1998
Hospital 1774,331,34,29,Urban,Yes,No,Oncology,Yes,1973
Hospital 1775,233,94,50,Rural,No,Yes,Neurology,Yes,2005
Hospital 1776,353,93,19,Rural,Yes,No,None,No,2019
Hospital 1777,64,56,62,Rural,Yes,Yes,Neurology,Yes,1995
Hospital 1778,370,38,2,Urban,Yes,Yes,Orthopedics,Yes,1969
Hospital 1779,144,65,11,Rural,Yes,Yes,Orthopedics,No,1963
Hospital 1780,248,81,61,Rural,No,Yes,Oncology,No,1989
Hospital 1781,68,45,49,Rural,No,No,General,Yes,2008
Hospital 1782,109,86,54,Rural,No,No,Oncology,Yes,1957
Hospital 1783,437,67,47,Rural,No,Yes,Orthopedics,Yes,1957
Hospital 1784,426,23,42,Urban,Yes,No,Neurology,No,1990
Hospital 1785,481,3,43,Urban,No,No,Neurology,No,2020
Hospital 1786,469,5,20,Rural,Yes,No,Oncology,No,1972
Hospital 1787,364,80,3,Urban,No,Yes,General,Yes,1957
Hospital 1788,452,72,12,Rural,No,No,General,Yes,1951
Hospital 1789,361,24,21,Urban,No,No,Orthopedics,No,2012
Hospital 1790,41,10,24,Urban,No,Yes,Neurology,No,2020
Hospital 1791,182,4,97,Rural,No,No,None,Yes,2015
Hospital 1792,207,13,40,Rural,Yes,No,None,No,1983
Hospital 1793,167,11,4,Urban,Yes,Yes,Orthopedics,No,1997
Hospital 1794,168,73,100,Urban,Yes,Yes,Orthopedics,No,2003
Hospital 1795,49,75,55,Rural,Yes,No,None,No,1992
Hospital 1796,182,10,32,Urban,Yes,No,Cardiology,No,1992
Hospital 1797,241,41,43,Urban,Yes,Yes,Orthopedics,Yes,1965
Hospital 1798,308,74,45,Urban,No,No,General,No,1984
Hospital 1799,272,48,44,Rural,Yes,No,None,Yes,1987
Hospital 1800,161,18,9,Urban,Yes,No,Oncology,Yes,2013
Hospital 1801,54,99,81,Rural,Yes,No,Neurology,No,1953
Hospital 1802,375,50,92,Urban,Yes,No,Cardiology,No,1973
Hospital 1803,58,40,55,Urban,No,No,Orthopedics,Yes,1952
Hospital 1804,65,25,16,Urban,No,Yes,Cardiology,Yes,1999
Hospital 1805,144,48,22,Rural,Yes,No,General,Yes,1954
Hospital 1806,47,49,53,Rural,No,No,Orthopedics,No,1972
Hospital 1807,422,89,43,Urban,Yes,No,None,No,2021
Hospital 1808,488,78,56,Urban,No,Yes,General,No,1951
Hospital 1809,188,87,93,Rural,No,Yes,Neurology,Yes,2010
Hospital 1810,286,29,13,Urban,Yes,No,Oncology,No,1954
Hospital 1811,351,10,79,Urban,Yes,No,General,Yes,1996
Hospital 1812,241,65,71,Rural,Yes,No,Neurology,No,1972
Hospital 1813,481,30,70,Urban,No,Yes,Neurology,No,1955
Hospital 1814,280,41,76,Rural,Yes,No,Orthopedics,Yes,1994
Hospital 1815,346,89,60,Rural,Yes,No,Oncology,No,1994
Hospital 1816,168,57,59,Rural,Yes,Yes,Oncology,Yes,1955
Hospital 1817,417,49,72,Rural,No,Yes,General,Yes,1977
Hospital 1818,126,78,73,Rural,No,Yes,None,Yes,1963
Hospital 1819,270,11,33,Urban,No,No,General,No,2016
Hospital 1820,374,50,79,Urban,No,No,Cardiology,No,1952
Hospital 1821,268,50,28,Urban,Yes,Yes,None,Yes,1992
Hospital 1822,267,90,0,Rural,No,Yes,General,No,1968
Hospital 1823,320,83,52,Urban,No,Yes,Oncology,Yes,1951
Hospital 1824,225,99,15,Rural,Yes,No,Neurology,Yes,2008
Hospital 1825,277,0,86,Rural,No,No,General,No,1984
Hospital 1826,309,2,90,Rural,No,Yes,General,No,1971
Hospital 1827,295,43,54,Rural,No,Yes,Cardiology,Yes,1998
Hospital 1828,266,11,55,Rural,Yes,No,Oncology,No,2000
Hospital 1829,24,73,56,Rural,No,No,Oncology,Yes,2001
Hospital 1830,358,34,88,Rural,No,No,Oncology,Yes,1986
Hospital 1831,65,51,57,Urban,Yes,Yes,Orthopedics,No,1995
Hospital 1832,258,46,71,Rural,Yes,Yes,General,Yes,2013
Hospital 1833,148,24,10,Urban,No,Yes,None,No,1990
Hospital 1834,447,88,50,Urban,Yes,Yes,None,No,1951
Hospital 1835,444,90,94,Urban,Yes,Yes,Neurology,No,1951
Hospital 1836,266,72,72,Rural,Yes,Yes,Cardiology,No,1979
Hospital 1837,432,75,0,Urban,No,No,Cardiology,Yes,2020
Hospital 1838,81,24,65,Rural,Yes,Yes,Neurology,No,1991
Hospital 1839,296,73,40,Urban,Yes,No,Oncology,Yes,2013
Hospital 1840,229,47,81,Urban,No,Yes,Orthopedics,No,1995
Hospital 1841,421,37,17,Rural,No,No,None,No,1971
Hospital 1842,483,86,62,Urban,Yes,Yes,Oncology,No,1989
Hospital 1843,329,56,32,Urban,Yes,No,None,Yes,2013
Hospital 1844,34,30,51,Rural,Yes,No,Oncology,Yes,1994
Hospital 1845,331,20,97,Rural,Yes,No,Orthopedics,Yes,1966
Hospital 1846,209,76,62,Rural,No,No,Cardiology,Yes,1993
Hospital 1847,71,12,97,Urban,Yes,No,Orthopedics,No,1970
Hospital 1848,270,96,49,Rural,No,No,Oncology,No,1965
Hospital 1849,53,45,50,Urban,No,Yes,Orthopedics,Yes,2023
Hospital 1850,242,97,97,Rural,No,No,Orthopedics,Yes,2014
Hospital 1851,379,91,45,Rural,Yes,No,General,Yes,2016
Hospital 1852,385,67,85,Urban,Yes,Yes,None,Yes,2003
Hospital 1853,215,91,95,Urban,No,Yes,Cardiology,No,1961
Hospital 1854,453,71,53,Rural,No,Yes,Neurology,No,1979
Hospital 1855,404,19,77,Rural,No,Yes,Oncology,Yes,1950
Hospital 1856,257,37,95,Rural,Yes,Yes,Cardiology,Yes,1959
Hospital 1857,69,99,8,Rural,No,Yes,Orthopedics,Yes,2006
Hospital 1858,447,83,21,Urban,No,Yes,None,Yes,2002
Hospital 1859,181,96,93,Rural,No,Yes,General,No,1963
Hospital 1860,222,38,63,Urban,No,Yes,None,No,1952
Hospital 1861,320,59,53,Rural,No,Yes,None,Yes,1952
Hospital 1862,420,9,77,Urban,No,No,Neurology,Yes,1994
Hospital 1863,42,37,97,Urban,No,No,None,Yes,2018
Hospital 1864,382,0,34,Urban,No,Yes,General,No,1993
Hospital 1865,338,97,55,Rural,No,Yes,General,Yes,2018
Hospital 1866,137,41,30,Urban,No,No,Neurology,Yes,1979
Hospital 1867,221,31,85,Urban,Yes,No,Oncology,Yes,1989
Hospital 1868,145,47,52,Rural,Yes,Yes,Cardiology,No,1995
Hospital 1869,487,21,74,Urban,Yes,No,Neurology,Yes,1966
Hospital 1870,38,75,81,Rural,No,Yes,Oncology,Yes,1956
Hospital 1871,362,86,10,Urban,Yes,No,Neurology,Yes,2020
Hospital 1872,110,100,45,Urban,No,No,Oncology,No,2012
Hospital 1873,117,23,50,Urban,Yes,Yes,None,Yes,1993
Hospital 1874,465,9,18,Urban,No,Yes,Orthopedics,No,1993
Hospital 1875,462,19,81,Rural,Yes,No,Cardiology,No,2021
Hospital 1876,485,92,55,Rural,No,Yes,Oncology,No,1992
Hospital 1877,488,48,48,Rural,No,No,Neurology,Yes,2020
Hospital 1878,435,5,32,Rural,No,Yes,None,Yes,1973
Hospital 1879,271,5,31,Rural,No,No,Oncology,Yes,2004
Hospital 1880,262,71,2,Urban,Yes,Yes,Cardiology,Yes,2023
Hospital 1881,449,10,61,Rural,Yes,Yes,Neurology,No,1971
Hospital 1882,388,5,66,Urban,Yes,No,None,No,1973
Hospital 1883,452,81,76,Rural,Yes,No,Cardiology,Yes,2014
Hospital 1884,340,56,91,Rural,No,No,Oncology,Yes,1987
Hospital 1885,394,55,33,Urban,Yes,Yes,Orthopedics,Yes,2013
Hospital 1886,310,37,70,Rural,Yes,No,Cardiology,Yes,1981
Hospital 1887,333,80,85,Urban,No,Yes,Oncology,Yes,2008
Hospital 1888,388,88,35,Urban,No,No,Orthopedics,No,1971
Hospital 1889,367,1,46,Rural,Yes,Yes,Oncology,Yes,1965
Hospital 1890,103,39,69,Rural,Yes,No,None,No,1993
Hospital 1891,317,35,25,Urban,Yes,Yes,Oncology,Yes,1961
Hospital 1892,369,7,91,Urban,No,No,None,No,1961
Hospital 1893,135,41,96,Urban,No,No,Neurology,Yes,1968
Hospital 1894,367,24,70,Urban,No,Yes,General,No,2018
Hospital 1895,76,77,31,Urban,No,No,Neurology,No,1990
Hospital 1896,298,4,4,Rural,No,No,Oncology,No,1997
Hospital 1897,119,58,17,Urban,Yes,Yes,General,No,1954
Hospital 1898,160,42,70,Rural,Yes,Yes,Neurology,Yes,1984
Hospital 1899,201,51,61,Rural,No,No,None,No,1984
Hospital 1900,250,90,58,Urban,No,No,Orthopedics,Yes,1971
Hospital 1901,433,46,90,Urban,No,No,General,Yes,1990
Hospital 1902,32,97,31,Rural,Yes,No,General,Yes,1955
Hospital 1903,398,74,33,Urban,No,No,Neurology,No,1958
Hospital 1904,454,14,29,Urban,Yes,Yes,None,No,1999
Hospital 1905,336,2,97,Urban,Yes,Yes,Orthopedics,Yes,1992
Hospital 1906,42,31,91,Rural,Yes,No,Neurology,Yes,1987
Hospital 1907,413,77,11,Urban,Yes,Yes,Neurology,No,1956
Hospital 1908,499,69,90,Rural,No,Yes,Neurology,Yes,1962
Hospital 1909,94,73,47,Rural,Yes,Yes,Neurology,No,2018
Hospital 1910,496,0,25,Urban,No,No,Oncology,Yes,1975
Hospital 1911,58,10,54,Rural,No,No,General,No,1954
Hospital 1912,88,92,13,Rural,No,Yes,Orthopedics,Yes,1997
Hospital 1913,365,94,53,Rural,Yes,Yes,General,No,1987
Hospital 1914,289,87,60,Rural,No,No,Oncology,Yes,2023
Hospital 1915,262,55,84,Urban,No,No,Oncology,Yes,2007
Hospital 1916,370,75,55,Urban,Yes,Yes,Cardiology,Yes,1983
Hospital 1917,43,22,61,Rural,No,No,Cardiology,No,2016
Hospital 1918,240,26,85,Rural,Yes,Yes,Oncology,Yes,1955
